Type;Fuel;Segment;Euro Standart;Road Slope;Load;Alpha;Beta;Gamma;Delta;Epsilon;Zita;Hta;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro I;0.04;1.00;0.0000443359535417054;0.135078020997327;5.60585113197864;10.2947933053366;-0.0000312994748572479;0.00977300833749481;0.139138322963686;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;-0.04;0.00;-0.0000480063723420461;0.0162308046554068;8.97706733278596;-33.2188047878543;0.00189922705646321;0.0222576014492566;0.120710066813352;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;-0.04;0.5;0.000671766552314721;-0.179708026781008;13.5040400122135;57.0690977994174;0.000490507443653728;0.0558798243033201;0.938530325396278;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;-0.04;1.00;0.00141121135615964;-0.361067584888074;25.6822788993394;85.3916359171659;0.000959402083101618;0.0876329732378569;1.77778872275567;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;0.00;0.00;0.000113037102658652;0.0291497088858722;2.64645803247609;7.91638784295215;-0.0000591167241853561;0.0156988132586643;0.0621258688800314;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;0.00;0.5;0.0000291051378871309;0.0145918724392283;1.34997251805104;6.82435171892958;-0.0000186406349466525;0.00587006165905898;0.0571312716355391;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;0.00;1.00;0.000525494565925621;-0.0218035827068802;0.41248601349318;5.92242482821932;0.0000697592157996913;-0.00296716448404865;0.0654699005487413;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;0.04;0.00;0.00023423443657844;0.0680972661847901;3.96021122357517;13.4375666753943;-0.000039371215801929;0.0111166328392787;0.146874094760688;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;0.04;0.5;0.000426271706102844;0.186825487920736;9.10442786661237;22.6113191349536;-0.0000632135349242827;0.0194264388828118;0.283532177940424;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro II;0.04;1.00;0.0000445869390679526;0.230847293855151;9.14760034535653;14.9961992962444;-0.0000484158755534236;0.016024228289235;0.243476368938412;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;-0.04;0.00;-0.0000942920658970777;0.0418613857969612;8.28859035187438;-28.8339342903811;0.00148944389847074;0.0242867005428247;0.0646354737646713;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;-0.04;0.5;0.000328045431532854;-0.0979496201376018;8.50259742184819;41.8498194000436;0.000161742580373133;0.0372881021472905;0.521152018086169;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;-0.04;1.00;0.00049678093734956;-0.141026463947097;11.469499904963;46.0804416189125;0.000229258106887085;0.0430780577991313;0.714155792475761;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;0.00;0.00;0.0000873105016165786;0.0263066077995373;2.47320058731402;3.42125573405418;-0.0000512716295854639;0.0139455967851076;0.026440216021176;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;0.00;0.5;0.0000245550277237752;0.0148340982279883;1.43390626789229;7.27706138630638;-0.0000183249987637016;0.00586559790783042;0.0554634132761462;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;0.00;1.00;-0.0000486081731985413;0.041047349819608;3.86250015492107;16.1529123721242;-0.0000414596539052697;0.0130246181135107;0.140302138128699;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;0.04;0.00;0.000108453629056604;0.0397720600436553;2.21520092697818;6.89087325438344;-0.0000220578161213103;0.00617454706332938;0.0726747849411076;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;0.04;0.5;0.00013782829419177;0.0722940973649552;3.57203173939784;8.91898731323687;-0.0000233259160908609;0.00730316876636477;0.104916367699922;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro III;0.04;1.00;-0.0000153421628921124;0.135016980535019;5.56062362435866;9.49945627623641;-0.0000280492075425293;0.00931643072872105;0.140668689227039;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;-0.04;0.00;0.000277838735149471;-0.0734506259438947;5.43396717338283;23.4409008247838;0.000264839520291662;0.0277685059754552;0.467975953938236;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;-0.04;0.5;0.00041050849658469;-0.100364572300392;6.74506370208524;20.9441042899373;0.000383564794658995;0.0264142108291053;0.596501562114603;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;-0.04;1.00;0.00074130860552994;-0.173506701356115;11.0810203907383;21.6720243470949;0.000639830616987526;0.0318304919980794;0.975898237546851;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.00;0.00;0.000107812098079857;0.023522179662551;2.14898736296449;13.4640540829649;-0.0000417821827404005;0.0116247114621894;0.122763492753979;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.00;0.5;0.0000196551880286292;0.016040586702993;1.29933636843397;5.59824224154699;-0.0000179849799133389;0.00570365969491374;0.0605713475230142;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.00;1.00;0.000650994216142227;-0.0253394321263676;0.579690646706328;5.66669657307109;0.0000859711373667324;-0.00333397725008966;0.0777190443324689;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.04;0.00;0.000173206627322315;0.0520029747175883;2.67143385536995;7.49537281272785;-0.0000254827499468451;0.00731941160408882;0.106099972072309;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.04;0.5;0.000307498515531776;0.211388308871252;8.7318027742992;15.6037021195452;-0.0000524862791771025;0.0177943374796488;0.288235206877344;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.04;1.00;-0.0000264414829244022;0.174172170935515;6.14925421140992;7.39693157011026;-0.0000269261949959745;0.0100984556080831;0.173373598987192;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;-0.04;0.00;0.000277838735149471;-0.0734506259438947;5.43396717338283;23.4409008247838;0.000264839520291662;0.0277685059754552;0.467975953938236;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;-0.04;0.5;0.00041050849658469;-0.100364572300392;6.74506370208524;20.9441042899373;0.000383564794658995;0.0264142108291053;0.596501562114603;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;-0.04;1.00;0.00074130860552994;-0.173506701356115;11.0810203907383;21.6720243470949;0.000639830616987526;0.0318304919980794;0.975898237546851;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.00;0.00;0.000107812098079857;0.023522179662551;2.14898736296449;13.4640540829649;-0.0000417821827404005;0.0116247114621894;0.122763492753979;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.00;0.5;0.0000196551880286292;0.016040586702993;1.29933636843397;5.59824224154699;-0.0000179849799133389;0.00570365969491374;0.0605713475230142;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.00;1.00;0.000650994216142227;-0.0253394321263676;0.579690646706328;5.66669657307109;0.0000859711373667324;-0.00333397725008966;0.0777190443324689;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.04;0.00;0.000173206627322315;0.0520029747175883;2.67143385536995;7.49537281272785;-0.0000254827499468451;0.00731941160408882;0.106099972072309;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.04;0.5;0.000307498515531776;0.211388308871252;8.7318027742992;15.6037021195452;-0.0000524862791771025;0.0177943374796488;0.288235206877344;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro IV;0.04;1.00;-0.0000264414829244022;0.174172170935515;6.14925421140992;7.39693157011026;-0.0000269261949959745;0.0100984556080831;0.173373598987192;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;-0.04;0.00;-0.00318726407824761;0.336203999140113;-1.81513632510256;3.44551852910207;0.00274091919500839;-0.0161414476740788;0.0383934581130954;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;-0.04;0.5;-0.00454615415679725;0.452392428606788;-2.28454585987457;4.54781992268554;0.00360644804268125;-0.0212976515851601;0.0583527897511212;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;-0.04;1.00;-0.00527754432873692;0.523535610535276;-2.6752513316686;5.2092272356804;0.00418697118812217;-0.0254176132684202;0.0699172487746146;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.00;0.00;0.0012321215819155;-0.0160146312759449;4.54732364597016;1.97686877845103;0.0000615042021790605;0.0169291977978106;0.112773343789441;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.00;0.5;0.0154703182788832;0.243176731712842;-0.0476356537687085;7.68968151757881;0.00311645532434119;-0.0192468848044529;0.133206487242243;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.00;1.00;0.0256570489191831;0.535499571440864;-1.64854039185397;8.96364159164313;0.00479704541610359;-0.0255427802694346;0.131952606002945;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.04;0.00;0.00394809826919437;0.238656278037244;10.851682687521;0.938935646903519;0.000055205365170568;0.0410558960864806;0.185558264908085;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.04;0.5;0.010986375034814;0.501073671879742;18.2541751839708;2.20276055470412;0.000327252917109671;0.0534419937883747;0.31107931259496;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.04;1.00;0.0518542097816149;-0.0823323104384062;17.8616944022787;9.11937329807927;0.00208324098518029;0.00866320427824579;0.414107967658548;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;-0.04;0.00;-0.00393378587708244;0.420064315197411;-2.10804082865949;3.88641820730868;0.00346525532924092;-0.0190635117888026;0.0469410772858424;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;-0.04;0.5;-0.00461935706444404;0.463861316445162;-2.21647070460171;4.17448754110074;0.00368469047709601;-0.0205387821850048;0.0563719450400913;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;-0.04;1.00;-0.0053262220529511;0.534120930248487;-2.6182868554067;4.82299447204525;0.00422387278657489;-0.024441187288464;0.0666797124346518;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.00;0.00;0.000214304725245712;-0.00315883603081375;4.38524203700151;-1.56744777659639;-0.000124526958555632;0.0197068464240475;0.0751159090032662;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.00;0.5;0.0281433124632441;0.379817247884044;4.07157466790652;8.43659003118013;0.00519937857839759;-0.0189531323038207;0.283230396380316;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.00;1.00;0.0355420875238403;0.764897506020522;-1.07074847698678;8.18434645393053;0.00631770497546685;-0.0254636856091955;0.161276320847834;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.04;0.00;0.00249259230692223;0.202782996837956;7.93927523378614;-2.89311960844079;6.92948603600424E-06;0.0308798026014486;0.118874604548354;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.04;0.5;0.0125090414699101;0.590637216880876;18.7801353095716;-4.85125680324992;0.000380987687542511;0.0564392204338208;0.28587192369767;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro V;0.04;1.00;0.083476930633678;-0.244262321883574;15.708634055819;4.80828660413937;0.00336916995588298;-0.00457440661787542;0.367919950495594;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;-0.04;0.00;-0.0039524205246898;0.416547229417397;-2.06238085151494;3.83183292964977;0.00339848122511669;-0.0184663225960401;0.0460387570647298;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;-0.04;0.5;-0.00451282503612547;0.453105391968249;-2.16495580727475;4.07809730921474;0.00368355042827045;-0.0205294262897104;0.0563499955707924;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;-0.04;1.00;-0.00547752012756629;0.547812534969488;-2.70607164144822;5.09418914392064;0.00434843224371015;-0.0256691995664476;0.0711061831176431;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;0.00;0.00;0.000195922383170362;-0.00462798363427654;5.19769016238791;-1.91261393832373;-0.000156721495033229;0.0235631364702738;0.0864445776552868;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;0.00;0.5;0.0276506448689434;0.373881140950523;3.86796144546071;8.32503215786732;0.00523412767372706;-0.0195317348652975;0.282224856038222;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;0.00;1.00;0.0341802992530026;0.792382750973612;-0.83805416234179;8.12831736737498;0.00633231460352214;-0.0238841957329547;0.164870408026813;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;0.04;0.00;0.00297795371079045;0.246687989523681;9.92028667003891;-3.67907402043568;7.46711990010655E-06;0.0388342535882553;0.146196540834736;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;0.04;0.5;0.0127661581943319;0.557650438133295;18.4455188107833;-4.55262255535188;0.000408448753117316;0.0554772647179468;0.291171840400611;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI A/B/C;0.04;1.00;0.0745355867822633;-0.196875483018543;15.2791873264267;4.40980579945556;0.00307554968896599;-0.00202430410401279;0.353529435675346;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;-0.04;0.00;-0.0039524205246898;0.416547229417397;-2.06238085151494;3.83183292964977;0.00339848122511669;-0.0184663225960401;0.0460387570647298;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;-0.04;0.5;-0.00451282503612547;0.453105391968249;-2.16495580727475;4.07809730921474;0.00368355042827045;-0.0205294262897104;0.0563499955707924;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;-0.04;1.00;-0.00547752012756629;0.547812534969488;-2.70607164144822;5.09418914392064;0.00434843224371015;-0.0256691995664476;0.0711061831176431;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;0.00;0.00;0.000195922383170362;-0.00462798363427654;5.19769016238791;-1.91261393832373;-0.000156721495033229;0.0235631364702738;0.0864445776552868;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;0.00;0.5;0.0276506448689434;0.373881140950523;3.86796144546071;8.32503215786732;0.00523412767372706;-0.0195317348652975;0.282224856038222;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;0.00;1.00;0.0341802992530026;0.792382750973612;-0.83805416234179;8.12831736737498;0.00633231460352214;-0.0238841957329547;0.164870408026813;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;0.04;0.00;0.00297795371079045;0.246687989523681;9.92028667003891;-3.67907402043568;7.46711990010655E-06;0.0388342535882553;0.146196540834736;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;0.04;0.5;0.0127661581943319;0.557650438133295;18.4455188107833;-4.55262255535188;0.000408448753117316;0.0554772647179468;0.291171840400611;;;;;;
heavyCommercial;Diesel;rigid14a20;Euro VI D/E;0.04;1.00;0.0745355867822633;-0.196875483018543;15.2791873264267;4.40980579945556;0.00307554968896599;-0.00202430410401279;0.353529435675346;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;-0.04;0.00;0.000072679608502589;-0.0205060492460864;1.63651661289131;10.8281185882856;0.000049009157750478;0.00546587123849727;0.0697827306596311;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;-0.04;0.5;0.0000584000254727403;-0.015014323024806;1.06874859241201;5.47550592525341;0.0000338632356900012;0.00284204238259881;0.0462353014795056;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;-0.04;1.00;0.0000776960370343622;-0.0192966755511872;1.31881390318384;5.43556143154337;0.0000400660666182045;0.00295633414976077;0.0565157113168687;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;0.00;0.00;0.000074023420378726;0.0302289762328982;3.4440701247392;9.47478613176635;-0.0000405436865018199;0.0122901620086684;0.0414589478825153;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;0.00;0.5;-0.000100112228363162;0.029000919083048;2.88285451168738;5.83515389861267;-0.0000371140218935501;0.00862299140367797;0.0359494759453873;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;0.00;1.00;0.0882677133285289;4.89918022440415;0.288682422385791;0.710503694639395;0.0137367964292613;0.029591371974954;0.0463781793212699;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;0.04;0.00;0.000246370746657545;0.0518819195612913;3.74160169131233;17.9347921093498;-0.0000270149589852624;0.00718026298378133;0.0858949900641694;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;0.04;0.5;0.000414868727071577;0.134302442092169;7.01090931097999;20.699623579003;-0.0000371718465318604;0.0101008314613444;0.129172637799596;;;;;;
heavyCommercial;Diesel;rigid20a26;Conventional;0.04;1.00;-1.00303326491132E-06;0.172364606510096;6.70418889451772;11.6530231810632;-0.0000280937503356112;0.00786652364618314;0.102621001088048;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;-0.04;0.00;0.000191948182186299;-0.054202533055514;4.33867260211546;26.8501230429536;0.000147726973765404;0.0174275439500627;0.226772088153609;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;-0.04;0.5;0.000431692480644892;-0.111511154522209;8.00097535593561;36.5912305715733;0.000274584386274243;0.0246180118871669;0.417171406449753;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;-0.04;1.00;0.000628218021053751;-0.156850958673506;10.8106936956077;38.2379263919913;0.000348238324727591;0.0270998628901164;0.552194322362827;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;0.00;0.00;0.0000804525392557193;0.0259650763466557;2.73130339504292;8.34811161621116;-0.0000422735103106097;0.0122379446184569;0.0463793543192395;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;0.00;0.5;-3.2467499499523E-07;0.0164858706250033;1.69538067603978;8.08780331662871;-0.0000159843239253411;0.00528430285889113;0.0519196581930999;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;0.00;1.00;-0.000141614714657613;0.0208099991174122;2.57776456918837;9.94836433391846;-0.00003076645254583;0.0060989659299721;0.0740568989137342;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;0.04;0.00;0.000131998482561848;0.0584818826735986;3.03348028393689;7.99673688166074;-0.0000281095562231934;0.00744618933118831;0.0693830067496826;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;0.04;0.5;0.0001742259895013;0.100528394652936;4.67444677060683;10.8691037984741;-0.000024743680989492;0.00743497514036979;0.103049938017827;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro I;0.04;1.00;-0.00102630697670874;0.935266100533593;34.2031311437314;49.0933558465949;-0.000152675705427239;0.0440264963157669;0.622746701702286;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;-0.04;0.00;0.000659856606425251;-0.188045179167543;15.2755716679051;85.18839423017;0.000482782174414149;0.0655066160264017;0.880005065405265;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;-0.04;0.5;0.000289635986830688;-0.0755254661050512;5.49405829810723;22.1543660873973;0.000179004444538778;0.0176892914783161;0.314903327710865;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;-0.04;1.00;0.000562950092097781;-0.141439361659387;9.83858476446637;29.6198608237069;0.000306448848211802;0.0250690382901197;0.549876643959618;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;0.00;0.00;0.000208509550491704;0.00551541750476593;2.02750170264258;11.4358620280694;-0.0000108726631006984;0.00688886529059777;0.0862123529739895;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;0.00;0.5;-0.0000714744427602771;0.0260412587133585;2.26702474330326;7.02184493017426;-0.0000313633675365991;0.00784533598702944;0.059171909964004;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;0.00;1.00;-0.000235825745952895;0.0286678017730918;3.76160614492758;14.269699410719;-0.0000480675985538937;0.00866205367249502;0.122101201652129;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;0.04;0.00;0.000110950650593776;0.0569672762937955;2.81546735204965;7.09635645279626;-0.000024895335270305;0.00688096360569479;0.0734122309123469;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;0.04;0.5;0.000142905761642209;0.123961242084425;5.42277041660488;10.8933857053118;-0.0000264718812612259;0.00858096978744457;0.127874248551986;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro II;0.04;1.00;0.0276273157424354;3.54895667359321;5.45966193986863;-26.933288043056;0.00101988193227425;0.110428293222918;-0.29920088562682;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;-0.04;0.00;0.00023896042327067;-0.0773383800379646;7.43660633973214;45.7113466615131;0.000128472944964561;0.0324403055203633;0.369794606865003;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;-0.04;0.5;0.000475483762716217;-0.138941279655861;11.719264362905;55.4539253659831;0.000206114252019485;0.041277818939162;0.599849820234041;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;-0.04;1.00;0.0000757605803433874;-0.0209034325128052;1.63849689387292;5.84390173004856;0.0000292316768423272;0.00458015029214707;0.0834550016068327;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;0.00;0.00;0.0000460861883570241;0.0279527359688531;2.78468413987858;7.42682107323021;-0.0000429189849386949;0.0122828862866889;0.0465446915097117;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;0.00;0.5;-0.000158320430979938;0.027927631968421;2.44741889182896;4.67234549268246;-0.0000436463523663797;0.00851032103120497;0.0445638127785244;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;0.00;1.00;-0.000410753118677798;0.0257388915218638;4.96907826130706;19.3731988960972;-0.0000799306716446537;0.0105649636228858;0.15626441032841;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;0.04;0.00;0.000096764247908975;0.0602567720134389;3.00464079711924;7.5304824117898;-0.0000251343286360105;0.00702673794411329;0.0743009468252142;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;0.04;0.5;0.0000694773026937789;0.0994072536822577;4.43588089967301;8.93316802224061;-0.0000202921978866214;0.00673766409124802;0.100408821967959;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro III;0.04;1.00;-0.0147504715553774;2.19130493900621;19.3311515352921;2.18795293091502;-0.000519751983702951;0.0803869198968472;0.110371732272634;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;-0.04;0.00;0.000754062401179669;-0.198564823952207;14.5382383632246;84.7341643719873;0.000776357415533573;0.0693468088284485;1.02942528704285;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;-0.04;0.5;0.000707029736186768;-0.168963555328712;11.0313351275681;35.9250023338274;0.000564087906160677;0.0337327649966137;0.781346945492913;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;-0.04;1.00;0.000410204760887044;-0.0947271406912038;5.94980791190139;12.1592380250418;0.000284523034826851;0.0130401591374351;0.405685730394294;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.00;0.00;0.0000304911267565153;0.0178838332405901;1.494618819388;4.20802911234842;-0.0000272814975575489;0.00740696032909212;0.0346313272972716;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.00;0.5;-0.000115074540188886;0.0298042597786152;2.34657966238779;6.4698298285703;-0.0000361104294307024;0.00822963291181164;0.0684157635199157;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.00;1.00;0.01052225698688;0.850522610626904;3.88543610877169;5.7297915215463;0.00191714521118637;0.031686885339763;0.0512902900493463;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.04;0.00;0.000179672408237377;0.0617062233667174;3.13168270933787;8.50047083496576;-0.0000230651486882395;0.00679225901508216;0.0978738731520103;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.04;0.5;0.000170924136110269;0.328148421026231;12.8191682035839;19.5968294505909;-0.0000527775134016456;0.0191181349730706;0.317504727107137;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.04;1.00;0.023684565369632;2.84784555415264;-0.0583894439850354;-26.720406203432;0.00080053131235006;0.0827160115801586;-0.278268402647134;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;-0.04;0.00;0.000754062401179669;-0.198564823952207;14.5382383632246;84.7341643719873;0.000776357415533573;0.0693468088284485;1.02942528704285;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;-0.04;0.5;0.000707029736186768;-0.168963555328712;11.0313351275681;35.9250023338274;0.000564087906160677;0.0337327649966137;0.781346945492913;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;-0.04;1.00;0.000410204760887044;-0.0947271406912038;5.94980791190139;12.1592380250418;0.000284523034826851;0.0130401591374351;0.405685730394294;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.00;0.00;0.0000304911267565153;0.0178838332405901;1.494618819388;4.20802911234842;-0.0000272814975575489;0.00740696032909212;0.0346313272972716;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.00;0.5;-0.000115074540188886;0.0298042597786152;2.34657966238779;6.4698298285703;-0.0000361104294307024;0.00822963291181164;0.0684157635199157;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.00;1.00;0.01052225698688;0.850522610626904;3.88543610877169;5.7297915215463;0.00191714521118637;0.031686885339763;0.0512902900493463;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.04;0.00;0.000179672408237377;0.0617062233667174;3.13168270933787;8.50047083496576;-0.0000230651486882395;0.00679225901508216;0.0978738731520103;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.04;0.5;0.000170924136110269;0.328148421026231;12.8191682035839;19.5968294505909;-0.0000527775134016456;0.0191181349730706;0.317504727107137;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro IV;0.04;1.00;0.023684565369632;2.84784555415264;-0.0583894439850354;-26.720406203432;0.00080053131235006;0.0827160115801586;-0.278268402647134;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;-0.04;0.00;-0.00528069012099627;0.501425091449241;-2.35117492150283;4.50717513197167;0.00318912951989837;-0.0175680223829949;0.0467413429978047;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;-0.04;0.5;-0.00320244650001012;0.301700063274346;-1.48218530171885;2.80566540976361;0.00186757739367852;-0.011087825081658;0.0298823155444251;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;-0.04;1.00;-0.00374907290217862;0.359518840338962;-1.74198086502283;3.31012055531383;0.00216291139757106;-0.0132398770534483;0.0375794183584078;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;0.00;0.00;0.00918030199100206;0.108971496917067;1.83466226326527;6.46452348142707;0.00174533886749135;-0.00845321377529559;0.118815351582768;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;0.00;0.5;0.0286894371324448;0.726623381180036;-1.89677428551224;11.3897779252985;0.00513242282639386;-0.0267150432628462;0.139418805460609;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;0.00;1.00;0.0362448754837694;1.31392708061863;-4.88549599144172;9.24769642152851;0.00595349665391278;-0.0189840759047701;0.0620879790944813;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;0.04;0.00;0.0120187712112279;0.108227638098549;12.012394979024;2.5782724971431;0.000514671593353786;0.0251707311538016;0.182291060530939;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;0.04;0.5;0.0481110022413302;0.0446062329981944;21.329179800352;8.58573616965647;0.00173060747170757;0.0186951756169914;0.362891090828978;;;;;;
heavyCommercial;Diesel;rigid20a26;Euro V;0.04;1.00;0.16697340276717;-0.996613424242087;11.2354136468942;16.7460092910797;0.00526111506557168;-0.0424828827537855;0.324943485442192;;;;;;
